active;cases;casesPerOneMillion;country;critical;date;deaths;recovered;todayCases;todayDeaths
10716;80849;;China;3226;2020-03-15;3199;66934;5;0
20603;24747;;Italy;1672;2020-03-15;1809;2335;3590;368
8624;13938;;Iran;0;2020-03-15;724;4590;1209;113
7253;8162;;S. Korea;59;2020-03-15;75;834;76;3
7034;7843;;Spain;272;2020-03-15;292;517;1452;96
5756;5813;;Germany;2;2020-03-15;11;46;1214;2
5284;5423;;France;400;2020-03-15;127;12;924;36
3540;3667;;USA;10;2020-03-15;68;59;724;11
2199;2217;;Switzerland;0;2020-03-15;14;4;842;1
1336;1391;;UK;20;2020-03-15;35;20;251;14
1250;1254;;Norway;27;2020-03-15;3;1;145;0
1113;1135;;Netherlands;45;2020-03-15;20;2;176;8
1036;1040;;Sweden;2;2020-03-15;3;1;79;1
881;886;;Belgium;33;2020-03-15;4;1;197;0
861;864;;Denmark;2;2020-03-15;2;1;28;1
853;860;;Austria;1;2020-03-15;1;6;205;0
671;839;;Japan;36;2020-03-15;24;144;35;2
233;696;;Diamond Princess;15;2020-03-15;7;456;0;0
386;428;;Malaysia;9;2020-03-15;0;42;190;0
397;401;;Qatar;0;2020-03-15;0;4;64;0
329;341;;Canada;1;2020-03-15;1;11;89;0
319;331;;Greece;5;2020-03-15;4;8;103;1
268;300;;Australia;1;2020-03-15;5;27;52;2
293;293;;Czechia;2;2020-03-15;0;0;104;0
243;245;;Portugal;9;2020-03-15;0;2;76;0
234;244;;Finland;0;2020-03-15;0;10;19;0
121;226;;Singapore;11;2020-03-15;0;105;14;0
218;219;;Slovenia;3;2020-03-15;1;0;38;0
137;214;;Bahrain;2;2020-03-15;0;77;2;0
209;213;;Israel;2;2020-03-15;0;4;20;0
199;200;;Brazil;2;2020-03-15;0;1;49;0
180;180;;Iceland;1;2020-03-15;0;0;19;0
170;171;;Estonia;0;2020-03-15;0;1;56;0
167;170;;Ireland;6;2020-03-15;2;1;41;0
64;149;;Hong Kong;4;2020-03-15;4;81;7;0
127;140;;Philippines;1;2020-03-15;11;2;29;3
130;139;;Romania;1;2020-03-15;0;9;16;0
97;126;;Egypt;0;2020-03-15;2;27;16;0
109;125;;Poland;3;2020-03-15;3;13;21;0
88;124;;Iraq;0;2020-03-15;10;26;14;0
116;118;;Saudi Arabia;0;2020-03-15;0;2;15;0
104;117;;Indonesia;0;2020-03-15;5;8;21;0
78;114;;Thailand;1;2020-03-15;1;35;32;0
97;112;;India;0;2020-03-15;2;13;12;0
103;112;;Kuwait;4;2020-03-15;0;9;8;0
98;109;;San Marino;11;2020-03-15;7;4;8;2
95;99;;Lebanon;3;2020-03-15;3;1;6;0
78;98;;UAE;2;2020-03-15;0;20;13;0
76;77;;Luxembourg;0;2020-03-15;1;0;26;0
75;75;;Chile;0;2020-03-15;0;0;14;0
71;71;;Peru;0;2020-03-15;0;0;28;0
55;63;;Russia;0;2020-03-15;0;8;4;0
61;61;;Slovakia;0;2020-03-15;0;0;17;0
61;61;;South Africa;0;2020-03-15;0;0;23;0
38;59;;Taiwan;0;2020-03-15;1;20;6;0
40;56;;Vietnam;0;2020-03-15;0;16;3;0
51;53;;Pakistan;0;2020-03-15;0;2;20;0
49;51;;Bulgaria;0;2020-03-15;2;0;10;0
50;50;;Brunei;0;2020-03-15;0;0;10;0
47;49;;Croatia;0;2020-03-15;0;2;10;0
34;48;;Algeria;0;2020-03-15;4;10;9;1
47;48;;Serbia;1;2020-03-15;0;1;2;0
44;46;;Argentina;1;2020-03-15;2;0;1;0
42;43;;Panama;0;2020-03-15;1;0;0;0
39;43;;Mexico;1;2020-03-15;0;4;17;0
41;42;;Albania;2;2020-03-15;1;0;4;0
38;38;;Palestine;0;2020-03-15;0;0;0;0
35;37;;Ecuador;1;2020-03-15;2;0;9;0
35;35;;Costa Rica;3;2020-03-15;0;0;8;0
34;34;;Colombia;0;2020-03-15;0;0;10;0
32;33;;Georgia;1;2020-03-15;0;1;3;0
33;33;;Cyprus;1;2020-03-15;0;0;7;0
30;32;;Hungary;0;2020-03-15;1;1;2;1
29;30;;Latvia;0;2020-03-15;0;1;4;0
26;28;;Morocco;1;2020-03-15;1;1;10;0
24;27;;Belarus;0;2020-03-15;0;3;0;0
26;26;;Armenia;0;2020-03-15;0;0;6;0
22;24;;Senegal;0;2020-03-15;0;2;0;0
24;24;;Bosnia and Herzegovina;0;2020-03-15;0;0;3;0
16;23;;Azerbaijan;0;2020-03-15;1;6;4;0
23;23;;Moldova;0;2020-03-15;0;0;11;0
13;22;;Oman;0;2020-03-15;0;9;2;0
19;21;;Malta;0;2020-03-15;0;2;3;0
20;20;;Tunisia;2;2020-03-15;0;0;2;0
18;19;;North Macedonia;0;2020-03-15;0;1;0;0
17;18;;Sri Lanka;0;2020-03-15;0;1;8;0
18;18;;Turkey;0;2020-03-15;0;0;12;0
17;17;;Venezuela;0;2020-03-15;0;0;15;0
15;16;;Afghanistan;0;2020-03-15;0;1;5;0
13;14;;Lithuania;0;2020-03-15;0;1;5;0
13;13;;Maldives;0;2020-03-15;0;0;3;0
11;12;;Cambodia;0;2020-03-15;0;1;5;0
1;11;;Macao;0;2020-03-15;0;10;1;0
11;11;;Dominican Republic;0;2020-03-15;0;0;0;0
11;11;;Faeroe Islands;0;2020-03-15;0;0;1;0
9;10;;Jordan;0;2020-03-15;0;1;9;0
10;10;;Bolivia;0;2020-03-15;0;0;0;0
8;10;;Jamaica;0;2020-03-15;0;2;2;0
10;10;;Martinique;0;2020-03-15;0;0;0;0
9;9;;Kazakhstan;0;2020-03-15;0;0;3;0
8;8;;New Zealand;0;2020-03-15;0;0;0;0
7;7;;French Guiana;0;2020-03-15;0;0;0;0
7;7;;Liechtenstein;0;2020-03-15;0;0;3;0
7;7;;Paraguay;1;2020-03-15;0;0;0;0
7;7;;Réunion;0;2020-03-15;0;0;1;0
6;6;;Ghana;0;2020-03-15;0;0;4;0
6;6;;Uruguay;0;2020-03-15;0;0;0;0
5;5;;Andorra;0;2020-03-15;0;0;4;0
3;5;;Bangladesh;0;2020-03-15;0;2;0;0
5;5;;Puerto Rico;0;2020-03-15;0;0;1;0
5;5;;Rwanda;0;2020-03-15;0;0;4;0
3;4;;Guyana;0;2020-03-15;1;0;3;0
4;4;;Cameroon;0;2020-03-15;0;0;1;0
4;4;;Ivory Coast;0;2020-03-15;0;0;2;0
4;4;;Cuba;0;2020-03-15;0;0;0;0
4;4;;Ethiopia;0;2020-03-15;0;0;3;0
4;4;;Uzbekistan;0;2020-03-15;0;0;4;0
2;3;;Ukraine;0;2020-03-15;1;0;0;0
3;3;;Burkina Faso;0;2020-03-15;0;0;1;0
3;3;;Channel Islands;0;2020-03-15;0;0;0;0
3;3;;French Polynesia;0;2020-03-15;0;0;0;0
3;3;;Guadeloupe;0;2020-03-15;0;0;0;0
3;3;;Guam;0;2020-03-15;0;0;3;0
3;3;;Honduras;0;2020-03-15;0;0;0;0
3;3;;Kenya;0;2020-03-15;0;0;2;0
3;3;;Seychelles;0;2020-03-15;0;0;1;0
2;2;;Monaco;0;2020-03-15;0;0;0;0
1;2;;Nigeria;0;2020-03-15;0;1;0;0
2;2;;Aruba;0;2020-03-15;0;0;0;0
2;2;;Curaçao;0;2020-03-15;0;0;0;0
2;2;;DRC;0;2020-03-15;0;0;0;0
2;2;;Namibia;0;2020-03-15;0;0;0;0
2;2;;Saint Lucia;0;2020-03-15;0;0;1;0
2;2;;Saint Martin;0;2020-03-15;0;0;0;0
2;2;;Trinidad and Tobago;0;2020-03-15;0;0;0;0
0;1;;Guatemala;0;2020-03-15;1;0;0;1
0;1;;Sudan;0;2020-03-15;1;0;0;0
0;1;;Nepal;0;2020-03-15;0;1;0;0
1;1;;Antigua and Barbuda;0;2020-03-15;0;0;0;0
1;1;;Bahamas;0;2020-03-15;0;0;1;0
1;1;;Bhutan;0;2020-03-15;0;0;0;0
1;1;;Cayman Islands;0;2020-03-15;0;0;0;0
1;1;;CAR;0;2020-03-15;0;0;1;0
1;1;;Congo;0;2020-03-15;0;0;1;0
1;1;;Equatorial Guinea;0;2020-03-15;0;0;0;0
1;1;;Gabon;0;2020-03-15;0;0;0;0
0;1;;Gibraltar;0;2020-03-15;0;1;0;0
1;1;;Guinea;0;2020-03-15;0;0;0;0
1;1;;Vatican City;0;2020-03-15;0;0;0;0
1;1;;Mauritania;0;2020-03-15;0;0;0;0
1;1;;Mayotte;0;2020-03-15;0;0;0;0
1;1;;Mongolia;0;2020-03-15;0;0;0;0
1;1;;St. Barth;0;2020-03-15;0;0;0;0
1;1;;St. Vincent Grenadines;0;2020-03-15;0;0;0;0
1;1;;Suriname;0;2020-03-15;0;0;0;0
1;1;;Eswatini;0;2020-03-15;0;0;0;0
1;1;;Togo;0;2020-03-15;0;0;0;0
1;1;;U.S. Virgin Islands;0;2020-03-15;0;0;0;0
9848;80880;;China;3226;2020-03-16;3213;67819;36;14
20603;24747;;Italy;1672;2020-03-16;1809;2335;0;0
9548;14991;;Iran;0;2020-03-16;853;4590;1053;129
8352;9191;;Spain;272;2020-03-16;309;530;1203;15
7024;8236;;S. Korea;59;2020-03-16;75;1137;74;0
6541;6612;;Germany;2;2020-03-16;13;58;799;0
5284;5423;;France;400;2020-03-16;127;12;0;0
3665;3808;;USA;12;2020-03-16;70;73;128;2
2199;2221;;Switzerland;0;2020-03-16;18;4;4;4
1387;1413;;Netherlands;45;2020-03-16;24;2;278;4
1336;1391;;UK;20;2020-03-16;35;20;0;0
1292;1296;;Norway;27;2020-03-16;3;1;40;0
1096;1103;;Sweden;2;2020-03-16;6;1;63;3
1052;1058;;Belgium;33;2020-03-16;5;1;172;1
1008;1018;;Austria;12;2020-03-16;2;8;158;1
893;898;;Denmark;10;2020-03-16;4;1;34;2
674;845;;Japan;36;2020-03-16;27;144;6;3
233;696;;Diamond Princess;15;2020-03-16;7;456;0;0
524;566;;Malaysia;9;2020-03-16;0;42;138;0
397;401;;Qatar;0;2020-03-16;0;4;0;0
343;375;;Australia;1;2020-03-16;5;27;75;0
329;341;;Canada;1;2020-03-16;1;11;0;0
319;331;;Greece;5;2020-03-16;4;8;0;0
328;331;;Portugal;9;2020-03-16;0;3;86;0
298;298;;Czechia;2;2020-03-16;0;0;5;0
268;278;;Finland;1;2020-03-16;0;10;34;0
251;255;;Israel;4;2020-03-16;0;4;42;0
252;253;;Slovenia;3;2020-03-16;1;0;34;0
134;243;;Singapore;11;2020-03-16;0;109;17;0
143;221;;Bahrain;1;2020-03-16;1;77;7;1
204;205;;Estonia;0;2020-03-16;0;1;34;0
201;203;;Brazil;2;2020-03-16;0;2;3;0
180;180;;Iceland;1;2020-03-16;0;0;0;0
163;170;;Ireland;6;2020-03-16;2;5;0;0
149;158;;Romania;1;2020-03-16;0;9;19;0
155;155;;Chile;0;2020-03-16;0;0;80;0
147;150;;Poland;3;2020-03-16;3;0;25;0
64;149;;Hong Kong;4;2020-03-16;4;81;0;0
111;147;;Thailand;1;2020-03-16;1;35;33;0
125;142;;Philippines;1;2020-03-16;12;5;2;0
134;136;;Pakistan;0;2020-03-16;0;2;83;0
121;134;;Indonesia;0;2020-03-16;5;8;17;0
114;129;;India;0;2020-03-16;2;13;15;0
92;126;;Egypt;0;2020-03-16;2;32;0;0
88;124;;Iraq;0;2020-03-16;10;26;0;0
114;123;;Kuwait;4;2020-03-16;0;9;11;0
112;118;;Saudi Arabia;0;2020-03-16;0;6;0;0
98;109;;San Marino;11;2020-03-16;7;4;0;0
105;109;;Lebanon;3;2020-03-16;3;1;0;0
75;98;;UAE;2;2020-03-16;0;23;0;0
85;93;;Russia;0;2020-03-16;0;8;30;0
85;86;;Peru;8;2020-03-16;0;1;15;0
80;81;;Luxembourg;10;2020-03-16;1;0;4;0
64;64;;South Africa;0;2020-03-16;0;0;3;0
63;63;;Slovakia;0;2020-03-16;0;0;2;0
38;59;;Taiwan;0;2020-03-16;1;20;0;0
43;59;;Vietnam;0;2020-03-16;0;16;2;0
54;57;;Croatia;0;2020-03-16;0;3;8;0
51;56;;Argentina;1;2020-03-16;2;3;0;0
54;55;;Panama;0;2020-03-16;1;0;0;0
54;55;;Serbia;2;2020-03-16;0;1;7;0
40;54;;Algeria;0;2020-03-16;4;10;0;0
54;54;;Brunei;1;2020-03-16;0;0;4;0
53;54;;Colombia;0;2020-03-16;0;1;20;0
49;53;;Mexico;1;2020-03-16;0;4;10;0
50;52;;Bulgaria;0;2020-03-16;2;0;1;0
50;51;;Albania;2;2020-03-16;1;0;9;0
37;39;;Hungary;0;2020-03-16;1;1;7;0
39;39;;Palestine;0;2020-03-16;0;0;1;0
35;37;;Ecuador;1;2020-03-16;2;0;0;0
33;36;;Belarus;0;2020-03-16;0;3;9;0
35;35;;Costa Rica;3;2020-03-16;0;0;0;0
33;34;;Latvia;0;2020-03-16;0;1;4;0
32;33;;Georgia;1;2020-03-16;0;1;0;0
33;33;;Cyprus;1;2020-03-16;0;0;0;0
29;30;;Armenia;2;2020-03-16;0;1;2;0
28;30;;Malta;0;2020-03-16;0;2;9;0
27;29;;Morocco;1;2020-03-16;1;1;1;0
18;25;;Azerbaijan;0;2020-03-16;1;6;2;0
22;24;;Senegal;0;2020-03-16;0;2;0;0
24;24;;Bosnia and Herzegovina;0;2020-03-16;0;0;0;0
23;23;;Moldova;1;2020-03-16;0;0;0;0
13;22;;Oman;0;2020-03-16;0;9;0;0
21;22;;Sri Lanka;0;2020-03-16;0;1;4;0
20;21;;Afghanistan;0;2020-03-16;0;1;5;0
20;20;;Tunisia;2;2020-03-16;0;0;0;0
18;19;;North Macedonia;0;2020-03-16;0;1;0;0
18;18;;Faeroe Islands;0;2020-03-16;0;0;7;0
18;18;;Turkey;0;2020-03-16;0;0;0;0
16;17;;Lithuania;0;2020-03-16;0;1;3;0
17;17;;Venezuela;0;2020-03-16;0;0;0;0
15;16;;Jordan;0;2020-03-16;0;1;4;0
15;15;;Burkina Faso;0;2020-03-16;0;0;12;0
13;15;;Jamaica;0;2020-03-16;0;2;5;0
15;15;;Martinique;0;2020-03-16;0;0;5;0
13;13;;Maldives;0;2020-03-16;0;0;0;0
11;12;;Cambodia;0;2020-03-16;0;1;0;0
1;11;;Macao;0;2020-03-16;0;10;0;0
11;11;;Dominican Republic;0;2020-03-16;0;0;0;0
11;11;;Bolivia;0;2020-03-16;0;0;1;0
11;11;;French Guiana;0;2020-03-16;0;0;4;0
10;10;;Kazakhstan;0;2020-03-16;0;0;1;0
9;9;;Réunion;0;2020-03-16;0;0;2;0
8;8;;New Zealand;0;2020-03-16;0;0;0;0
5;8;;Bangladesh;0;2020-03-16;0;3;3;0
8;8;;Paraguay;1;2020-03-16;0;0;0;0
8;8;;Uruguay;0;2020-03-16;0;0;2;0
6;7;;Guyana;0;2020-03-16;1;0;3;0
7;7;;Liechtenstein;0;2020-03-16;0;0;0;0
6;6;;Monaco;0;2020-03-16;0;0;4;0
6;6;;Channel Islands;0;2020-03-16;0;0;3;0
6;6;;Ghana;0;2020-03-16;0;0;0;0
6;6;;Guadeloupe;0;2020-03-16;0;0;1;0
6;6;;Honduras;0;2020-03-16;0;0;3;0
6;6;;Uzbekistan;0;2020-03-16;0;0;2;0
4;5;;Ukraine;0;2020-03-16;1;0;2;0
5;5;;Andorra;0;2020-03-16;0;0;0;0
5;5;;Ethiopia;0;2020-03-16;0;0;1;0
5;5;;Puerto Rico;0;2020-03-16;0;0;0;0
5;5;;Rwanda;0;2020-03-16;0;0;0;0
4;4;;Cameroon;0;2020-03-16;0;0;0;0
4;4;;Ivory Coast;0;2020-03-16;0;0;0;0
4;4;;Cuba;0;2020-03-16;0;0;0;0
4;4;;Trinidad and Tobago;0;2020-03-16;0;0;2;0
3;3;;French Polynesia;0;2020-03-16;0;0;0;0
3;3;;Guam;0;2020-03-16;0;0;0;0
3;3;;Kenya;0;2020-03-16;0;0;0;0
3;3;;St. Barth;0;2020-03-16;0;0;2;0
3;3;;Seychelles;0;2020-03-16;0;0;0;0
1;2;;Guatemala;0;2020-03-16;1;0;1;0
1;2;;Nigeria;0;2020-03-16;0;1;0;0
2;2;;Aruba;0;2020-03-16;0;0;0;0
2;2;;Curaçao;0;2020-03-16;0;0;0;0
2;2;;DRC;0;2020-03-16;0;0;0;0
2;2;;Namibia;0;2020-03-16;0;0;0;0
2;2;;Saint Lucia;0;2020-03-16;0;0;0;0
2;2;;Saint Martin;0;2020-03-16;0;0;0;0
0;1;;Cayman Islands;0;2020-03-16;1;0;0;1
0;1;;Sudan;0;2020-03-16;1;0;0;0
0;1;;Nepal;0;2020-03-16;0;1;0;0
1;1;;Antigua and Barbuda;0;2020-03-16;0;0;0;0
1;1;;Bahamas;0;2020-03-16;0;0;0;0
1;1;;Benin;0;2020-03-16;0;0;1;0
1;1;;Bhutan;0;2020-03-16;0;0;0;0
1;1;;CAR;0;2020-03-16;0;0;0;0
1;1;;Congo;0;2020-03-16;0;0;0;0
1;1;;Equatorial Guinea;0;2020-03-16;0;0;0;0
1;1;;Gabon;0;2020-03-16;0;0;0;0
0;1;;Gibraltar;0;2020-03-16;0;1;0;0
1;1;;Greenland;0;2020-03-16;0;0;1;0
1;1;;Guinea;0;2020-03-16;0;0;0;0
1;1;;Vatican City;0;2020-03-16;0;0;0;0
1;1;;Liberia;0;2020-03-16;0;0;1;0
1;1;;Mauritania;0;2020-03-16;0;0;0;0
1;1;;Mayotte;0;2020-03-16;0;0;0;0
1;1;;Mongolia;0;2020-03-16;0;0;0;0
1;1;;St. Vincent Grenadines;0;2020-03-16;0;0;0;0
1;1;;Somalia;0;2020-03-16;0;0;1;0
1;1;;Suriname;0;2020-03-16;0;0;0;0
1;1;;Eswatini;0;2020-03-16;0;0;0;0
1;1;;Tanzania;0;2020-03-16;0;0;1;0
1;1;;Togo;0;2020-03-16;0;0;0;0
1;1;;U.S. Virgin Islands;0;2020-03-16;0;0;0;0
8940;80881;;China;3226;2020-03-17;3226;68715;21;13
23073;27980;;Italy;1851;2020-03-17;2158;2749;0;0
9792;16169;;Iran;0;2020-03-17;988;5389;1178;135
9871;11409;;Spain;563;2020-03-17;510;1028;1467;168
8514;8604;;Germany;2;2020-03-17;23;67;1332;6
6838;8320;;S. Korea;59;2020-03-17;81;1401;84;6
6473;6633;;France;400;2020-03-17;148;12;0;0
5515;5686;;USA;12;2020-03-17;97;74;1023;11
2700;2742;;Switzerland;0;2020-03-17;27;15;389;8
1842;1950;;UK;20;2020-03-17;56;52;407;1
1660;1705;;Netherlands;45;2020-03-17;43;2;292;19
1440;1444;;Norway;27;2020-03-17;3;1;96;0
1320;1332;;Austria;12;2020-03-17;4;8;314;1
1219;1243;;Belgium;33;2020-03-17;10;14;185;0
1182;1191;;Sweden;12;2020-03-17;8;1;70;1
972;977;;Denmark;18;2020-03-17;4;1;63;0
705;878;;Japan;41;2020-03-17;29;144;45;1
233;696;;Diamond Princess;15;2020-03-17;7;456;0;0
622;673;;Malaysia;10;2020-03-17;2;49;107;2
420;452;;Australia;1;2020-03-17;5;27;51;0
433;449;;Canada;1;2020-03-17;5;11;8;1
444;448;;Portugal;18;2020-03-17;1;3;117;0
435;439;;Qatar;0;2020-03-17;0;4;0;0
393;396;;Czechia;2;2020-03-17;0;3;52;0
372;387;;Greece;11;2020-03-17;5;10;35;1
313;324;;Israel;5;2020-03-17;0;11;26;0
312;322;;Finland;2;2020-03-17;0;10;44;0
298;301;;Brazil;18;2020-03-17;1;2;67;1
274;275;;Slovenia;4;2020-03-17;1;0;22;0
152;266;;Singapore;14;2020-03-17;0;114;23;0
155;237;;Bahrain;3;2020-03-17;1;81;9;0
233;236;;Pakistan;0;2020-03-17;1;2;52;0
219;225;;Iceland;1;2020-03-17;1;5;26;1
224;225;;Estonia;0;2020-03-17;0;1;20;0
216;223;;Ireland;6;2020-03-17;2;5;0;0
203;222;;Romania;5;2020-03-17;0;19;54;0
216;221;;Poland;3;2020-03-17;5;0;44;1
201;201;;Chile;3;2020-03-17;0;0;45;0
170;187;;Philippines;1;2020-03-17;12;5;45;0
135;177;;Thailand;1;2020-03-17;1;41;30;0
159;172;;Indonesia;0;2020-03-17;5;8;38;0
165;171;;Saudi Arabia;0;2020-03-17;0;6;38;0
133;169;;Egypt;0;2020-03-17;4;32;3;0
77;162;;Hong Kong;4;2020-03-17;4;81;7;0
102;154;;Iraq;0;2020-03-17;11;41;21;1
125;142;;India;0;2020-03-17;3;14;13;1
139;140;;Luxembourg;10;2020-03-17;1;0;59;0
118;130;;Kuwait;4;2020-03-17;0;12;7;0
113;120;;Lebanon;3;2020-03-17;3;4;11;0
116;117;;Peru;8;2020-03-17;0;1;31;0
106;114;;Russia;0;2020-03-17;0;8;21;0
109;111;;Ecuador;2;2020-03-17;2;0;53;0
89;102;;San Marino;11;2020-03-17;9;4;0;2
72;98;;UAE;2;2020-03-17;0;26;0;0
84;84;;Slovakia;2;2020-03-17;0;0;12;0
78;82;;Mexico;1;2020-03-17;0;4;29;0
79;81;;Bulgaria;0;2020-03-17;2;0;19;0
56;77;;Taiwan;0;2020-03-17;1;20;10;0
71;72;;Armenia;2;2020-03-17;0;1;20;0
68;69;;Panama;7;2020-03-17;1;0;0;0
63;68;;Argentina;1;2020-03-17;2;3;3;0
62;67;;Croatia;0;2020-03-17;0;5;10;0
50;66;;Vietnam;0;2020-03-17;0;16;5;0
64;65;;Colombia;0;2020-03-17;0;1;11;0
64;65;;Serbia;4;2020-03-17;0;1;8;0
62;62;;South Africa;0;2020-03-17;0;0;0;0
45;60;;Algeria;0;2020-03-17;5;10;0;1
59;60;;Latvia;0;2020-03-17;0;1;26;0
56;56;;Brunei;1;2020-03-17;0;0;2;0
54;55;;Albania;2;2020-03-17;1;0;4;0
47;50;;Hungary;0;2020-03-17;1;2;11;0
47;47;;Faeroe Islands;0;2020-03-17;0;0;29;0
47;47;;Turkey;0;2020-03-17;0;0;0;0
46;46;;Cyprus;1;2020-03-17;0;0;0;0
43;44;;Sri Lanka;0;2020-03-17;0;1;16;0
41;41;;Costa Rica;3;2020-03-17;0;0;0;0
41;41;;Palestine;0;2020-03-17;0;0;2;0
35;38;;Morocco;1;2020-03-17;2;1;1;1
36;38;;Malta;0;2020-03-17;0;2;8;0
33;36;;Belarus;0;2020-03-17;0;3;0;0
34;35;;Jordan;0;2020-03-17;0;1;6;0
33;34;;Georgia;1;2020-03-17;0;1;1;0
32;33;;Cambodia;0;2020-03-17;0;1;21;0
33;33;;Kazakhstan;0;2020-03-17;0;0;23;0
33;33;;Venezuela;0;2020-03-17;0;0;16;0
29;30;;Moldova;1;2020-03-17;0;1;1;0
29;29;;Uruguay;0;2020-03-17;0;0;0;0
21;28;;Azerbaijan;0;2020-03-17;1;6;3;0
25;27;;Senegal;0;2020-03-17;0;2;0;0
25;27;;Bosnia and Herzegovina;0;2020-03-17;0;2;2;0
25;26;;North Macedonia;1;2020-03-17;0;1;2;0
12;24;;Oman;0;2020-03-17;0;12;0;0
23;24;;Tunisia;2;2020-03-17;0;1;0;0
21;22;;Afghanistan;0;2020-03-17;0;1;1;0
21;22;;Lithuania;1;2020-03-17;0;1;4;0
20;21;;Dominican Republic;0;2020-03-17;1;0;0;0
15;16;;Andorra;0;2020-03-17;0;1;2;0
14;15;;Martinique;0;2020-03-17;1;0;0;0
15;15;;Burkina Faso;0;2020-03-17;0;0;0;0
3;13;;Macao;0;2020-03-17;0;10;1;0
13;13;;Maldives;0;2020-03-17;0;0;0;0
12;12;;New Zealand;0;2020-03-17;0;0;4;0
10;12;;Jamaica;0;2020-03-17;0;2;0;0
11;11;;Bolivia;0;2020-03-17;0;0;0;0
11;11;;French Guiana;0;2020-03-17;0;0;0;0
11;11;;Uzbekistan;0;2020-03-17;0;0;3;0
6;10;;Bangladesh;0;2020-03-17;1;3;2;1
10;10;;Cameroon;0;2020-03-17;0;0;5;0
9;9;;Monaco;0;2020-03-17;0;0;0;0
9;9;;Paraguay;1;2020-03-17;0;0;1;0
9;9;;Réunion;0;2020-03-17;0;0;0;0
7;8;;Guatemala;0;2020-03-17;1;0;0;0
8;8;;Honduras;0;2020-03-17;0;0;2;0
6;7;;Guyana;0;2020-03-17;1;0;0;0
6;7;;Ukraine;0;2020-03-17;1;0;0;0
7;7;;Liechtenstein;0;2020-03-17;0;0;0;0
7;7;;Rwanda;0;2020-03-17;0;0;0;0
6;6;;Channel Islands;0;2020-03-17;0;0;0;0
6;6;;Ghana;0;2020-03-17;0;0;0;0
6;6;;Guadeloupe;0;2020-03-17;0;0;0;0
5;5;;Cuba;0;2020-03-17;0;0;1;0
5;5;;Ethiopia;0;2020-03-17;0;0;0;0
5;5;;Guam;0;2020-03-17;0;0;2;0
5;5;;Mongolia;0;2020-03-17;0;0;1;0
5;5;;Puerto Rico;0;2020-03-17;0;0;0;0
5;5;;Trinidad and Tobago;0;2020-03-17;0;0;1;0
4;4;;Ivory Coast;0;2020-03-17;0;0;0;0
4;4;;Kenya;0;2020-03-17;0;0;1;0
4;4;;Seychelles;0;2020-03-17;0;0;1;0
2;3;;Nigeria;0;2020-03-17;0;1;1;0
3;3;;Aruba;0;2020-03-17;0;0;1;0
3;3;;Curaçao;0;2020-03-17;0;0;1;0
3;3;;DRC;0;2020-03-17;0;0;0;0
3;3;;French Polynesia;0;2020-03-17;0;0;0;0
2;3;;Gibraltar;0;2020-03-17;0;1;0;0
3;3;;St. Barth;0;2020-03-17;0;0;0;0
2;2;;Barbados;0;2020-03-17;0;0;2;0
2;2;;Liberia;0;2020-03-17;0;0;1;0
2;2;;Namibia;0;2020-03-17;0;0;0;0
2;2;;Saint Lucia;0;2020-03-17;0;0;0;0
2;2;;Saint Martin;0;2020-03-17;0;0;0;0
2;2;;U.S. Virgin Islands;0;2020-03-17;0;0;1;0
0;1;;Cayman Islands;0;2020-03-17;1;0;0;0
0;1;;Sudan;0;2020-03-17;1;0;0;0
0;1;;Nepal;0;2020-03-17;0;1;0;0
1;1;;Antigua and Barbuda;0;2020-03-17;0;0;0;0
1;1;;Bahamas;0;2020-03-17;0;0;0;0
1;1;;Benin;0;2020-03-17;0;0;0;0
1;1;;Bhutan;0;2020-03-17;0;0;0;0
1;1;;CAR;0;2020-03-17;0;0;0;0
1;1;;Congo;0;2020-03-17;0;0;0;0
1;1;;Equatorial Guinea;0;2020-03-17;0;0;0;0
